"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2006"	"2006"	31	16532054	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2007"	"2007"	16	17148671	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2008"	"2008"	28	17681763	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2009"	"2009"	29	18329541	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2010"	"2010"	28	18881581	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2011"	"2011"	23	19703935	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2012"	"2012"	35	19983308	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2013"	"2013"	38	20359676	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2014"	"2014"	34	20755699	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2015"	"2015"	47	21163072	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2016"	"2016"	41	21464106	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	42	21737855	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	45	21873773	0.2
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"			561	353093925	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"1999"	"1999"	68	12378763	0.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2000"	"2000"	78	12629328	0.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2001"	"2001"	90	13043566	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2002"	"2002"	79	13853658	0.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2003"	"2003"	87	14519419	0.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2004"	"2004"	86	15185747	0.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2005"	"2005"	86	15868410	0.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2006"	"2006"	111	16532054	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2007"	"2007"	105	17148671	0.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2008"	"2008"	124	17681763	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2009"	"2009"	127	18329541	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2010"	"2010"	156	18881581	0.8
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2011"	"2011"	134	19703935	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2012"	"2012"	151	19983308	0.8
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2013"	"2013"	167	20359676	0.8
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2014"	"2014"	174	20755699	0.8
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2015"	"2015"	201	21163072	0.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2016"	"2016"	191	21464106	0.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	196	21737855	0.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	206	21873773	0.9
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"			2617	353093925	0.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"1999"	"1999"	14	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2000"	"2000"	12	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2001"	"2001"	14	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2002"	"2002"	11	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2003"	"2003"	13	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2004"	"2004"	17	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2005"	"2005"	17	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2006"	"2006"	15	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2007"	"2007"	23	17148671	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2008"	"2008"	20	17681763	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2009"	"2009"	23	18329541	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2010"	"2010"	18	18881581	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2011"	"2011"	26	19703935	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2012"	"2012"	25	19983308	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2013"	"2013"	26	20359676	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2014"	"2014"	25	20755699	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2015"	"2015"	37	21163072	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2016"	"2016"	27	21464106	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	30	21737855	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	34	21873773	0.2
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			427	353093925	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"1999"	"1999"	184	12378763	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2000"	"2000"	175	12629328	1.4
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2001"	"2001"	208	13043566	1.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2002"	"2002"	214	13853658	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2003"	"2003"	216	14519419	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2004"	"2004"	231	15185747	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2005"	"2005"	227	15868410	1.4
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2006"	"2006"	252	16532054	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2007"	"2007"	261	17148671	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2008"	"2008"	259	17681763	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2009"	"2009"	277	18329541	1.5
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2010"	"2010"	319	18881581	1.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2011"	"2011"	308	19703935	1.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2012"	"2012"	317	19983308	1.6
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2013"	"2013"	401	20359676	2.0
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2014"	"2014"	388	20755699	1.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2015"	"2015"	410	21163072	1.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2016"	"2016"	431	21464106	2.0
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	419	21737855	1.9
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	442	21873773	2.0
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			5939	353093925	1.7
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"	"2014"	"2014"	1	20755699	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"	"2017"	"2017"	1	21737855	Unreliable
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"			2	353093925	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"1999"	"1999"	5	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2000"	"2000"	7	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2001"	"2001"	5	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2002"	"2002"	7	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2003"	"2003"	9	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2004"	"2004"	5	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2005"	"2005"	6	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2006"	"2006"	12	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2007"	"2007"	10	17148671	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2008"	"2008"	7	17681763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2009"	"2009"	11	18329541	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2010"	"2010"	6	18881581	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2011"	"2011"	16	19703935	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2012"	"2012"	6	19983308	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2013"	"2013"	16	20359676	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2014"	"2014"	13	20755699	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2015"	"2015"	9	21163072	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2016"	"2016"	12	21464106	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	24	21737855	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	15	21873773	Unreliable
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"			201	353093925	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"1999"	"1999"	16	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2000"	"2000"	10	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2001"	"2001"	9	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2002"	"2002"	17	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2003"	"2003"	15	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2004"	"2004"	27	15185747	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2005"	"2005"	18	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2006"	"2006"	15	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2007"	"2007"	36	17148671	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2008"	"2008"	20	17681763	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2009"	"2009"	24	18329541	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2010"	"2010"	18	18881581	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2011"	"2011"	25	19703935	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2012"	"2012"	37	19983308	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2013"	"2013"	36	20359676	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2014"	"2014"	35	20755699	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2015"	"2015"	45	21163072	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2016"	"2016"	36	21464106	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	35	21737855	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	46	21873773	0.2
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"			520	353093925	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"1999"	"1999"	22	12378763	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2000"	"2000"	21	12629328	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2001"	"2001"	20	13043566	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2002"	"2002"	21	13853658	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2003"	"2003"	31	14519419	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2004"	"2004"	19	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2005"	"2005"	16	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2006"	"2006"	23	16532054	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2007"	"2007"	35	17148671	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2008"	"2008"	19	17681763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2009"	"2009"	35	18329541	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2010"	"2010"	40	18881581	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2011"	"2011"	34	19703935	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2012"	"2012"	53	19983308	0.3
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2013"	"2013"	47	20359676	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2014"	"2014"	40	20755699	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2015"	"2015"	54	21163072	0.3
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2016"	"2016"	67	21464106	0.3
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	66	21737855	0.3
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	47	21873773	0.2
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"			710	353093925	0.2
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"1999"	"1999"	4	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2000"	"2000"	8	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2001"	"2001"	3	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2002"	"2002"	9	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2003"	"2003"	6	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2004"	"2004"	8	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2005"	"2005"	8	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2006"	"2006"	13	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2007"	"2007"	13	17148671	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2008"	"2008"	8	17681763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2009"	"2009"	17	18329541	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2010"	"2010"	13	18881581	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2011"	"2011"	13	19703935	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2012"	"2012"	12	19983308	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2013"	"2013"	21	20359676	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2014"	"2014"	10	20755699	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2015"	"2015"	23	21163072	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2016"	"2016"	27	21464106	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	27	21737855	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	23	21873773	0.1
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"			266	353093925	0.1
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"1999"	"1999"	1	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2000"	"2000"	3	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2001"	"2001"	1	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2002"	"2002"	2	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2003"	"2003"	4	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2004"	"2004"	3	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2005"	"2005"	3	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2006"	"2006"	6	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2007"	"2007"	5	17148671	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2008"	"2008"	5	17681763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2009"	"2009"	3	18329541	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2010"	"2010"	2	18881581	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2011"	"2011"	2	19703935	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2012"	"2012"	3	19983308	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2013"	"2013"	2	20359676	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2014"	"2014"	9	20755699	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2015"	"2015"	10	21163072	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2016"	"2016"	5	21464106	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	5	21737855	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	7	21873773	Unreliable
"Total"	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"			81	353093925	0.0
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"1999"	"1999"	6	12378763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2000"	"2000"	8	12629328	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2001"	"2001"	6	13043566	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2002"	"2002"	7	13853658	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2003"	"2003"	5	14519419	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2004"	"2004"	3	15185747	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2005"	"2005"	4	15868410	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2006"	"2006"	7	16532054	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2007"	"2007"	11	17148671	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2008"	"2008"	6	17681763	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2009"	"2009"	8	18329541	Unreliable
	"Female"	"F"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2010"	"2010"	13	18881581	Unreliable
